INFO 2025-07-16 11:45:05,938 middleware 44556 28792 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-08-06 03:30:39,368 tiers 30676 25676 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:30:39,368 tiers 30676 25676 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:30:39,379 tiers 30676 49912 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:30:39,454 tiers 30676 25676 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:30:39,454 tiers 30676 25676 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:30:39,458 tiers 30676 49912 Queryset count: 3
INFO 2025-08-06 03:30:39,459 tiers 30676 49912 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:30:39,459 tiers 30676 49912 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:30:39,538 tiers 30676 49912 Base queryset count: 3
INFO 2025-08-06 03:30:39,615 tiers 30676 49912 Filtered queryset count: 3
INFO 2025-08-06 03:30:39,615 tiers 30676 49912 Query parameters: {}
INFO 2025-08-06 03:30:39,692 tiers 30676 49912 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:30:39,692 tiers 30676 49912 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:30:39,693 tiers 30676 49912 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:30:39,779 tiers 30676 49912 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:30:39,780 tiers 30676 49912 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:30:39,826 tiers 30676 22232 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:30:39,826 tiers 30676 22232 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:30:39,826 tiers 30676 22232 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:30:39,908 tiers 30676 22232 Queryset count: 3
INFO 2025-08-06 03:30:39,985 tiers 30676 22232 Filtered queryset count: 3
INFO 2025-08-06 03:30:39,985 tiers 30676 22232 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:30:40,061 tiers 30676 22232 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:30:40,062 tiers 30676 22232 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:30:40,062 tiers 30676 22232 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:30:40,062 tiers 30676 22232 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:30:40,062 tiers 30676 22232 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:30:40,092 tiers 30676 19256 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:30:40,093 tiers 30676 19256 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:30:40,093 tiers 30676 19256 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:30:40,138 tiers 30676 22232 Queryset count: 3
INFO 2025-08-06 03:30:40,171 tiers 30676 19256 Queryset count: 3
INFO 2025-08-06 03:30:40,239 tiers 30676 19256 Filtered queryset count: 3
INFO 2025-08-06 03:30:40,239 tiers 30676 19256 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:30:40,363 tiers 30676 19256 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:30:40,363 tiers 30676 19256 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:30:40,363 tiers 30676 19256 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:30:40,364 tiers 30676 19256 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:30:40,364 tiers 30676 19256 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:30:40,440 tiers 30676 19256 Queryset count: 3
INFO 2025-08-06 03:31:19,432 tiers 30676 46540 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:31:19,432 tiers 30676 46540 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:31:19,433 tiers 30676 46540 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:19,472 tiers 30676 46972 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:19,513 tiers 30676 46540 Queryset count: 3
INFO 2025-08-06 03:31:19,562 tiers 30676 46972 Queryset count: 3
INFO 2025-08-06 03:31:19,563 tiers 30676 46972 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:31:19,563 tiers 30676 46972 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:31:19,642 tiers 30676 46540 Filtered queryset count: 3
INFO 2025-08-06 03:31:19,643 tiers 30676 46540 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:31:19,686 tiers 30676 46972 Base queryset count: 3
INFO 2025-08-06 03:31:19,728 tiers 30676 46540 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:31:19,728 tiers 30676 46540 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:31:19,728 tiers 30676 46540 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:31:19,729 tiers 30676 46540 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:31:19,729 tiers 30676 46540 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:19,770 tiers 30676 46972 Filtered queryset count: 3
INFO 2025-08-06 03:31:19,770 tiers 30676 46972 Query parameters: {}
INFO 2025-08-06 03:31:19,810 tiers 30676 46540 Queryset count: 3
INFO 2025-08-06 03:31:19,858 tiers 30676 46972 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:31:19,858 tiers 30676 46972 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:31:19,858 tiers 30676 46972 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:31:19,952 tiers 30676 46972 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:31:19,953 tiers 30676 46972 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:31:20,782 tiers 30676 33224 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:20,867 tiers 30676 33224 Queryset count: 3
INFO 2025-08-06 03:31:20,868 tiers 30676 33224 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:31:20,868 tiers 30676 33224 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:31:20,951 tiers 30676 33224 Base queryset count: 3
INFO 2025-08-06 03:31:21,045 tiers 30676 33224 Filtered queryset count: 3
INFO 2025-08-06 03:31:21,046 tiers 30676 33224 Query parameters: {}
INFO 2025-08-06 03:31:21,127 tiers 30676 33224 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:31:21,127 tiers 30676 33224 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:31:21,128 tiers 30676 33224 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:31:21,212 tiers 30676 33224 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:31:21,212 tiers 30676 33224 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:31:21,698 tiers 30676 25092 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:31:21,698 tiers 30676 25092 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:31:21,699 tiers 30676 25092 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:21,799 tiers 30676 25092 Queryset count: 3
INFO 2025-08-06 03:31:21,890 tiers 30676 25092 Filtered queryset count: 3
INFO 2025-08-06 03:31:21,890 tiers 30676 25092 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:31:21,980 tiers 30676 25092 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:31:21,980 tiers 30676 25092 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:31:21,980 tiers 30676 25092 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:31:21,981 tiers 30676 25092 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:31:21,981 tiers 30676 25092 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:22,073 tiers 30676 25092 Queryset count: 3
INFO 2025-08-06 03:31:22,138 tiers 30676 28180 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:31:22,138 tiers 30676 28180 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:31:22,138 tiers 30676 28180 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:31:22,259 tiers 30676 28180 Queryset count: 3
INFO 2025-08-06 03:32:55,873 tiers 30676 28504 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:55,914 tiers 30676 30576 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:55,952 tiers 30676 28504 Queryset count: 3
INFO 2025-08-06 03:32:55,953 tiers 30676 28504 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:55,953 tiers 30676 28504 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:55,957 tiers 30676 41908 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:55,957 tiers 30676 41908 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:55,958 tiers 30676 41908 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:55,964 tiers 30676 11008 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:55,964 tiers 30676 11008 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:55,965 tiers 30676 11008 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:55,991 tiers 30676 30576 Queryset count: 3
INFO 2025-08-06 03:32:55,992 tiers 30676 30576 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:55,992 tiers 30676 30576 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:56,029 tiers 30676 32224 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:56,030 tiers 30676 28504 Base queryset count: 3
INFO 2025-08-06 03:32:56,030 tiers 30676 32224 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:56,030 tiers 30676 32224 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:56,043 tiers 30676 41908 Queryset count: 3
INFO 2025-08-06 03:32:56,052 tiers 30676 11008 Queryset count: 3
INFO 2025-08-06 03:32:56,068 tiers 30676 30576 Base queryset count: 3
INFO 2025-08-06 03:32:56,107 tiers 30676 28504 Filtered queryset count: 3
INFO 2025-08-06 03:32:56,107 tiers 30676 28504 Query parameters: {}
INFO 2025-08-06 03:32:56,119 tiers 30676 32224 Queryset count: 3
INFO 2025-08-06 03:32:56,130 tiers 30676 41908 Filtered queryset count: 3
INFO 2025-08-06 03:32:56,130 tiers 30676 41908 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:32:56,139 tiers 30676 11008 Filtered queryset count: 3
INFO 2025-08-06 03:32:56,140 tiers 30676 11008 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:32:56,145 tiers 30676 30576 Filtered queryset count: 3
INFO 2025-08-06 03:32:56,146 tiers 30676 30576 Query parameters: {}
INFO 2025-08-06 03:32:56,184 tiers 30676 28504 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:56,184 tiers 30676 28504 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:56,185 tiers 30676 28504 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:56,213 tiers 30676 32224 Filtered queryset count: 1
INFO 2025-08-06 03:32:56,213 tiers 30676 32224 Query parameters: {'page': ['1'], 'page_size': ['10'], 'relation': ['client']}
INFO 2025-08-06 03:32:56,215 tiers 30676 41908 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:56,215 tiers 30676 41908 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:56,215 tiers 30676 41908 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:56,215 tiers 30676 41908 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:56,216 tiers 30676 41908 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:56,223 tiers 30676 30576 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:56,224 tiers 30676 30576 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:56,224 tiers 30676 30576 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:56,274 tiers 30676 11008 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:56,275 tiers 30676 11008 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:56,275 tiers 30676 11008 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:56,275 tiers 30676 11008 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:56,275 tiers 30676 11008 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:56,316 tiers 30676 28504 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:32:56,316 tiers 30676 41908 Queryset count: 3
INFO 2025-08-06 03:32:56,316 tiers 30676 32224 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:56,316 tiers 30676 28504 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:56,317 tiers 30676 30576 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:32:56,318 tiers 30676 32224 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:56,319 tiers 30676 30576 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:56,319 tiers 30676 32224 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:56,363 tiers 30676 11008 Queryset count: 3
INFO 2025-08-06 03:32:56,404 tiers 30676 32224 Queryset count: 3
INFO 2025-08-06 03:32:57,323 tiers 30676 8616 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:57,369 tiers 30676 11124 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:57,404 tiers 30676 8616 Queryset count: 3
INFO 2025-08-06 03:32:57,405 tiers 30676 8616 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:57,405 tiers 30676 8616 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:57,456 tiers 30676 11124 Queryset count: 3
INFO 2025-08-06 03:32:57,457 tiers 30676 11124 === DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:57,457 tiers 30676 11124 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:57,483 tiers 30676 8616 Base queryset count: 3
INFO 2025-08-06 03:32:57,542 tiers 30676 11124 Base queryset count: 3
INFO 2025-08-06 03:32:57,562 tiers 30676 8616 Filtered queryset count: 3
INFO 2025-08-06 03:32:57,563 tiers 30676 8616 Query parameters: {}
INFO 2025-08-06 03:32:57,632 tiers 30676 11124 Filtered queryset count: 3
INFO 2025-08-06 03:32:57,632 tiers 30676 11124 Query parameters: {}
INFO 2025-08-06 03:32:57,642 tiers 30676 8616 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:57,642 tiers 30676 8616 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:57,642 tiers 30676 8616 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:57,719 tiers 30676 11124 Tier dans stats: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:57,719 tiers 30676 11124 Tier dans stats: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:57,719 tiers 30676 11124 Tier dans stats: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:57,725 tiers 30676 8616 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:32:57,745 tiers 30676 8616 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:57,810 tiers 30676 11124 Stats calculées: {'total': 3, 'prospects': 1, 'clients': 1, 'fournisseurs': 0, 'sous_traitants': 1, 'opportunities_total': 2, 'opportunities_amount': Decimal('101000.00')}
INFO 2025-08-06 03:32:57,810 tiers 30676 11124 === FIN DEBUG STATS ENDPOINT ===
INFO 2025-08-06 03:32:58,204 tiers 30676 33940 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:58,204 tiers 30676 33940 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:32:58,205 tiers 30676 33940 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:58,295 tiers 30676 33940 Queryset count: 3
INFO 2025-08-06 03:32:58,398 tiers 30676 33940 Filtered queryset count: 3
INFO 2025-08-06 03:32:58,398 tiers 30676 33940 Query parameters: {'page': ['1'], 'page_size': ['10']}
INFO 2025-08-06 03:32:58,487 tiers 30676 33940 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:32:58,487 tiers 30676 33940 Tier dans list: 23c81112-f8a4-4919-8ff0-663cddaf0dc1 - Hegmann, Hessel and Durgan - relation: client - deleted: False
INFO 2025-08-06 03:32:58,488 tiers 30676 33940 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:32:58,488 tiers 30676 33940 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:32:58,488 tiers 30676 33940 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:32:58,583 tiers 30676 33940 Queryset count: 3
INFO 2025-08-06 03:33:14,723 tiers 30676 40872 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:33:14,723 tiers 30676 40872 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:33:14,724 tiers 30676 40872 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:33:15,073 tiers 30676 40872 Queryset count: 3
INFO 2025-08-06 03:33:15,154 tiers 30676 40872 Filtered queryset count: 0
INFO 2025-08-06 03:33:15,154 tiers 30676 40872 Query parameters: {'page': ['1'], 'page_size': ['10'], 'relation': ['fournisseur']}
INFO 2025-08-06 03:33:15,238 tiers 30676 40872 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:33:15,238 tiers 30676 40872 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:33:15,319 tiers 30676 40872 Queryset count: 3
INFO 2025-08-06 03:33:20,060 tiers 30676 48744 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:33:20,060 tiers 30676 48744 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:33:20,060 tiers 30676 48744 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:33:20,137 tiers 30676 48744 Queryset count: 3
INFO 2025-08-06 03:33:20,216 tiers 30676 48744 Filtered queryset count: 1
INFO 2025-08-06 03:33:20,216 tiers 30676 48744 Query parameters: {'page': ['1'], 'page_size': ['10'], 'relation': ['sous_traitant']}
INFO 2025-08-06 03:33:20,292 tiers 30676 48744 Tier dans list: 319086ca-315e-4974-8b7c-5d360a8bfe97 - McKenzie, Kris and Reilly - relation: sous_traitant - deleted: False
INFO 2025-08-06 03:33:20,292 tiers 30676 48744 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:33:20,293 tiers 30676 48744 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:33:20,369 tiers 30676 48744 Queryset count: 3
INFO 2025-08-06 03:33:23,523 tiers 30676 45752 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:33:23,523 tiers 30676 45752 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:33:23,523 tiers 30676 45752 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:33:23,607 tiers 30676 45752 Queryset count: 3
INFO 2025-08-06 03:33:23,687 tiers 30676 45752 Filtered queryset count: 1
INFO 2025-08-06 03:33:23,687 tiers 30676 45752 Query parameters: {'page': ['1'], 'page_size': ['10'], 'relation': ['prospect']}
INFO 2025-08-06 03:33:23,766 tiers 30676 45752 Tier dans list: 45309345-da05-46f6-98f6-391fcc55226b - Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Bogisich Breana - relation: prospect - deleted: False
INFO 2025-08-06 03:33:23,766 tiers 30676 45752 === FIN DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:33:23,766 tiers 30676 45752 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:33:23,844 tiers 30676 45752 Queryset count: 3
INFO 2025-08-06 03:35:42,191 tiers 30676 30576 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:35:42,191 tiers 30676 30576 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:35:42,191 tiers 30676 30576 === GET_QUERYSET DEBUG ===
INFO 2025-08-06 03:35:42,199 tiers 30676 38836 === DEBUG LIST ENDPOINT ===
INFO 2025-08-06 03:35:42,199 tiers 30676 38836 Tenant ID: 94c3319e-5e90-47c2-aa59-7c9ee22846e5
INFO 2025-08-06 03:35:42,200 tiers 30676 38836 === GET_QUERYSET DEBUG ===
